id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category
1dd-lux-international-creamy-perfection-soap-1-pc-r40,Soap | Lux International | 1 pc,Soap | Lux International | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹40.,in stock,new,40.00 INR,https://1dd.web.app/?item=1dd-lux-international-creamy-perfection-soap-1-pc-r40,https://1dd.web.app/images/products/Soap%20%7C%20Lux%20International%20%7C%201%20pc.jpg,Lux,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-lux-rose-vitamin-e-beauty-bath-soap-1-pc-r37,Soap | Lux | 1 pc,Soap | Lux | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-lux-rose-vitamin-e-beauty-bath-soap-1-pc-r37,https://1dd.web.app/images/products/Soap%20%7C%20Lux%20%7C%201%20pc.jpg,Lux,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-pari-detergent-laundry-washing-bar-1-pc-r41,Soap | Pari | 1 pc,Soap | Pari | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-pari-detergent-laundry-washing-bar-1-pc-r41,https://1dd.web.app/images/products/Soap%20%7C%20Pari%20%7C%201%20pc.jpg,Pari,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-patanjali-herbal-dishwash-bath-bar-1-pc-r33,Soap | Patanjali Bar | 1 pc,Soap | Patanjali Bar | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-patanjali-herbal-dishwash-bath-bar-1-pc-r33,https://1dd.web.app/images/products/Soap%20%7C%20Patanjali%20Bar%20%7C%201%20pc.jpg,Patanjali,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-snowball-laundry-soap-bar-1-pc-r31,Soap | SnowBall | 1 pc,Soap | SnowBall | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹40.,in stock,new,40.00 INR,https://1dd.web.app/?item=1dd-snowball-laundry-soap-bar-1-pc-r31,https://1dd.web.app/images/products/Soap%20%7C%20SnowBall%20%7C%201%20pc.jpg,Snowball,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-vivel-aloe-vera-vitamin-e-bath-soap-1-pc-r36,Soap | Vivel | 1 pc,Soap | Vivel | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-vivel-aloe-vera-vitamin-e-bath-soap-1-pc-r36,https://1dd.web.app/images/products/Soap%20%7C%20Vivel%20%7C%201%20pc.png,Vivel,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-pure-refined-white-sugar-cheeni-1-kg-r23,Sugar | Madhur | 1 kg,Sugar | Madhur | 1 kg. Fresh quality sugar available for fast 1-day home delivery across town at best price ₹65.,in stock,new,65.00 INR,https://1dd.web.app/?item=1dd-pure-refined-white-sugar-cheeni-1-kg-r23,https://1dd.web.app/images/products/Sugar%20%7C%20Madhur%20%7C%201%20kg.jpg,Madhur,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Sugar & Sweeteners",
1dd-fine-suji-rava-semolina-500g-r30,Suji | Normal | 500g,Suji | Normal | 500g. Fresh quality breakfast & staples available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-fine-suji-rava-semolina-500g-r30,https://1dd.web.app/images/products/Suji%20%7C%20Normal%20%7C%20500g.jpeg,Normal,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-surf-excel-easy-wash-detergent-powder-1-kg-r44,Surf | Surf Excel | 1 kg,Surf | Surf Excel | 1 kg. Fresh quality laundry & detergents available for fast 1-day home delivery across town at best price ₹140.,in stock,new,140.00 INR,https://1dd.web.app/?item=1dd-surf-excel-easy-wash-detergent-powder-1-kg-r44,https://1dd.web.app/images/products/Surf%20%7C%20Surf%20Excel%20%7C%201%20kg.jpg,Surf Excel,Home & Garden > Household Supplies > Household Cleaning Supplies > Laundry Detergent,
1dd-surf-excel-easy-wash-detergent-powder-500-g-r43,Surf | Surf Excel | 500 g,Surf | Surf Excel | 500 g. Fresh quality laundry & detergents available for fast 1-day home delivery across town at best price ₹70.,in stock,new,70.00 INR,https://1dd.web.app/?item=1dd-surf-excel-easy-wash-detergent-powder-500-g-r43,https://1dd.web.app/images/products/Surf%20%7C%20Surf%20Excel%20%7C%20500%20g.png,Surf Excel,Home & Garden > Household Supplies > Household Cleaning Supplies > Laundry Detergent,
1dd-surf-excel-easy-wash-detergent-powder-10-packet-r42,Surf | Surf Excel | ₹10 packet,Surf | Surf Excel | ₹10 packet. Fresh quality laundry & detergents available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-surf-excel-easy-wash-detergent-powder-10-packet-r42,https://1dd.web.app/images/products/Surf%20%7C%20Surf%20Excel%20%7C%20%E2%82%B910%20packet.jpg,Surf Excel,Home & Garden > Household Supplies > Household Cleaning Supplies > Laundry Detergent,
1dd-tide-plus-jasmine-rose-extra-power-chandan-500-r46,Surf | Tide (Chandan) | 500 g,Surf | Tide (Chandan) | 500 g. Fresh quality laundry & detergents available for fast 1-day home delivery across town at best price ₹80.,in stock,new,80.00 INR,https://1dd.web.app/?item=1dd-tide-plus-jasmine-rose-extra-power-chandan-500-r46,https://1dd.web.app/images/products/Surf%20%7C%20Tide%20(Chandan)%20%7C%20500%20g.jpg,Tide,Home & Garden > Household Supplies > Household Cleaning Supplies > Laundry Detergent,
1dd-tide-plus-extra-power-lemon-mint-lemon-500-r45,Surf | Tide (Lemon) | 500 g,Surf | Tide (Lemon) | 500 g. Fresh quality laundry & detergents available for fast 1-day home delivery across town at best price ₹70.,in stock,new,70.00 INR,https://1dd.web.app/?item=1dd-tide-plus-extra-power-lemon-mint-lemon-500-r45,https://1dd.web.app/images/products/Surf%20%7C%20Tide%20(Lemon)%20%7C%20500%20g.jpg,Tide,Home & Garden > Household Supplies > Household Cleaning Supplies > Laundry Detergent,
1dd-archana-assam-ctc-strong-tea-250-g-r24,Tea (চাহ) | Archana | 250 g,Tea (চাহ) | Archana | 250 g. Fresh quality tea & beverages available for fast 1-day home delivery across town at best price ₹60.,in stock,new,60.00 INR,https://1dd.web.app/?item=1dd-archana-assam-ctc-strong-tea-250-g-r24,https://1dd.web.app/images/products/Tea%20(%E0%A6%9A%E0%A6%BE%E0%A6%B9)%20%7C%20Archana%20%7C%20250%20g.jpg,Archana,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",
1dd-nameri-premium-assam-ctc-tea-250-g-r25,Tea (চাহ) | Nameri | 250 g,Tea (চাহ) | Nameri | 250 g. Fresh quality tea & beverages available for fast 1-day home delivery across town at best price ₹80.,in stock,new,80.00 INR,https://1dd.web.app/?item=1dd-nameri-premium-assam-ctc-tea-250-g-r25,https://1dd.web.app/images/products/Tea%20(%E0%A6%9A%E0%A6%BE%E0%A6%B9)%20%7C%20Nameri%20%7C%20250%20g.jpg,Nameri,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",
1dd-sonitpur-gold-ctc-assam-tea-500g-r26,Tea (চাহ) | Sonitpur | 500g,Tea (চাহ) | Sonitpur | 500g. Fresh quality tea & beverages available for fast 1-day home delivery across town at best price ₹110.,in stock,new,110.00 INR,https://1dd.web.app/?item=1dd-sonitpur-gold-ctc-assam-tea-500g-r26,https://1dd.web.app/images/products/Tea%20(%E0%A6%9A%E0%A6%BE%E0%A6%B9)%20%7C%20Sonitpur%20%7C%20500g.jpg,Sonitpur,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",
1dd-colgate-strong-teeth-anticavity-toothpaste-100-g-r87,Tooth Paste | Colgate | 100 g,Tooth Paste | Colgate | 100 g. Fresh quality oral care & toothpaste available for fast 1-day home delivery across town at best price ₹75.,in stock,new,75.00 INR,https://1dd.web.app/?item=1dd-colgate-strong-teeth-anticavity-toothpaste-100-g-r87,https://1dd.web.app/images/products/Tooth%20Paste%20%7C%20Colgate%20%7C%20100%20g.jpg,Colgate,Health & Beauty > Personal Care > Oral Care > Toothpaste,
1dd-dabur-red-ayurvedic-toothpaste-100-g-r89,Tooth Paste | Dabur Red | 100 g,Tooth Paste | Dabur Red | 100 g. Fresh quality oral care & toothpaste available for fast 1-day home delivery across town at best price ₹70.,in stock,new,70.00 INR,https://1dd.web.app/?item=1dd-dabur-red-ayurvedic-toothpaste-100-g-r89,https://1dd.web.app/images/products/Tooth%20Paste%20%7C%20Dabur%20Red%20%7C%20100%20g.webp,Dabur,Health & Beauty > Personal Care > Oral Care > Toothpaste,
1dd-patanjali-dant-kanti-natural-toothpaste-100-g-r88,Tooth Paste | Patanjali | 100 g,Tooth Paste | Patanjali | 100 g. Fresh quality oral care & toothpaste available for fast 1-day home delivery across town at best price ₹55.,in stock,new,55.00 INR,https://1dd.web.app/?item=1dd-patanjali-dant-kanti-natural-toothpaste-100-g-r88,https://1dd.web.app/images/products/Tooth%20Paste%20%7C%20Patanjali%20%7C%20100%20g.webp,Patanjali,Health & Beauty > Personal Care > Oral Care > Toothpaste,
1dd-sensodyne-fresh-mint-sensitivity-toothpaste-70-g-r90,Tooth Paste | Sensodyne | 70 g,Tooth Paste | Sensodyne | 70 g. Fresh quality oral care & toothpaste available for fast 1-day home delivery across town at best price ₹170.,in stock,new,170.00 INR,https://1dd.web.app/?item=1dd-sensodyne-fresh-mint-sensitivity-toothpaste-70-g-r90,https://1dd.web.app/images/products/Tooth%20Paste%20%7C%20Sensodyne%20%7C%2070%20g.jpg,Sensodyne,Health & Beauty > Personal Care > Oral Care > Toothpaste,
